LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,ParameterList,Message
334,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:12:55.418,2931,INFO,nova.compute.claims,req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'Total', ' ', 'memory', ':', ' ', '<*>', ' ', 'MB', ',', ' ', 'used', ':', ' ', '512.00', ' ', 'MB']",889a065a,"[instance: <*>] Total memory: <*> MB, used: 512.00 MB","['127e769a-4fe6-4548-93b1-513ac51e0452', '64172']","[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Total memory: 64172 MB, used: 512.00 MB"
335,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:12:55.419,2931,INFO,nova.compute.claims,req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'memory', ' ', 'limit', ':', ' ', '96258.00', ' ', 'MB', ',', ' ', 'free', ':', ' ', '95746.00', ' ', 'MB']",afea322e,"[instance: <*>] memory limit: 96258.00 MB, free: 95746.00 MB",['127e769a-4fe6-4548-93b1-513ac51e0452'],"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] memory limit: 96258.00 MB, free: 95746.00 MB"
336,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:12:55.419,2931,INFO,nova.compute.claims,req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'Total', ' ', 'disk', ':', ' ', '<*>', ' ', 'GB', ',', ' ', 'used', ':', ' ', '0.00', ' ', 'GB']",47908185,"[instance: <*>] Total disk: <*> GB, used: 0.00 GB","['127e769a-4fe6-4548-93b1-513ac51e0452', '15']","[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Total disk: 15 GB, used: 0.00 GB"
337,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:12:55.420,2931,INFO,nova.compute.claims,req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'disk', ' ', 'limit', ' ', 'not', ' ', 'specified', ',', ' ', 'defaulting', ' ', 'to', ' ', 'unlimited']",b6262c55,"[instance: <*>] disk limit not specified, defaulting to unlimited",['127e769a-4fe6-4548-93b1-513ac51e0452'],"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] disk limit not specified, defaulting to unlimited"
338,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:12:55.420,2931,INFO,nova.compute.claims,req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'Total', ' ', 'vcpu', ':', ' ', '<*>', ' ', 'VCPU', ',', ' ', 'used', ':', ' ', '0.00', ' ', 'VCPU']",49e1c065,"[instance: <*>] Total vcpu: <*> VCPU, used: 0.00 VCPU","['127e769a-4fe6-4548-93b1-513ac51e0452', '16']","[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Total vcpu: 16 VCPU, used: 0.00 VCPU"
339,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:12:55.421,2931,INFO,nova.compute.claims,req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'vcpu', ' ', 'limit', ' ', 'not', ' ', 'specified', ',', ' ', 'defaulting', ' ', 'to', ' ', 'unlimited']",1c72f1dd,"[instance: <*>] vcpu limit not specified, defaulting to unlimited",['127e769a-4fe6-4548-93b1-513ac51e0452'],"[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] vcpu limit not specified, defaulting to unlimited"
340,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:12:55.452,2931,INFO,nova.compute.claims,req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'Claim', ' ', 'successful']",ad03d9ef,[instance: <*>] Claim successful,['127e769a-4fe6-4548-93b1-513ac51e0452'],[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Claim successful
341,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:12:55.495,25746,INFO,nova.osapi_compute.wsgi.server,req-709c0ecb-ac6e-4b6b-80d1-cf6215b828d5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.1659300']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1659300"
342,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:12:55.686,25746,INFO,nova.osapi_compute.wsgi.server,req-01f43732-6b76-41c6-953f-a061d8fde6bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.1873600']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/127e769a-4fe6-4548-93b1-513ac51e0452 HTTP/1.1"" status: 200 len: 1708 time: 0.1873600"
343,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:12:56.021,2931,INFO,nova.virt.libvirt.driver,req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'Creating', ' ', 'image']",50e0ef31,[instance: <*>] Creating image,['127e769a-4fe6-4548-93b1-513ac51e0452'],[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Creating image
344,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:12:56.962,25746,INFO,nova.osapi_compute.wsgi.server,req-5f93f093-6d8c-45cc-86cd-c8602e922d6a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2707939']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2707939"
345,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:12:57.247,25746,INFO,nova.osapi_compute.wsgi.server,req-e2e335d1-99eb-4702-aa0a-111f1dc7cd93 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2809780']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2809780"
346,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:12:57.370,2931,INFO,nova.compute.manager,-,"['[', 'instance', ':', ' ', 'd6b7bd36-2943-4363-9235-fffdd89ea40e', ']', ' ', 'VM', ' ', 'Stopped', ' ', '(Lifecycle', ' ', 'Event)']",74098f89,[instance: <*>] VM Stopped (Lifecycle Event),['d6b7bd36-2943-4363-9235-fffdd89ea40e'],[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] VM Stopped (Lifecycle Event)
347,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:12:58.515,25746,INFO,nova.osapi_compute.wsgi.server,req-412cbd21-a789-4318-8f25-acea4ff050d5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2608390']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2608390"
348,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:12:58.774,25746,INFO,nova.osapi_compute.wsgi.server,req-d230ec37-1175-4546-bd8b-45715b8acf08 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2535899']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2535899"
349,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:00.051,25746,INFO,nova.osapi_compute.wsgi.server,req-4f5d8a7d-8353-4f98-983f-bd0854bea276 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2724411']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2724411"
350,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:00.318,25746,INFO,nova.osapi_compute.wsgi.server,req-db6932df-e3e8-4798-b123-2e0ee6a8999b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2623498']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2623498"
351,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:01.571,25746,INFO,nova.osapi_compute.wsgi.server,req-3161b8c0-6350-466b-a9e8-600437e9783c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2472031']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2472031"
352,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:01.834,25746,INFO,nova.osapi_compute.wsgi.server,req-4d8212f4-f29d-4448-a7b6-872fb05c703c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2590120']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2590120"
353,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:03.104,25746,INFO,nova.osapi_compute.wsgi.server,req-b7a3a805-eee2-4539-b412-18d9d9b22c0f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2643571']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2643571"
354,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:03.349,25746,INFO,nova.osapi_compute.wsgi.server,req-c7adc0ec-5ebd-40c7-9575-2cec6db128b4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2399089']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2399089"
355,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:04.621,25746,INFO,nova.osapi_compute.wsgi.server,req-085df2be-ea00-4a37-b91a-1a9e1213782d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2659712']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2659712"
356,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:04.905,25746,INFO,nova.osapi_compute.wsgi.server,req-ccffca62-8a09-4c29-b42e-d7500c235d6d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2796071']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2796071"
357,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:06.168,25746,INFO,nova.osapi_compute.wsgi.server,req-781b0d07-ebc0-46b8-8998-4641f556ebeb 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2585039']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2585039"
358,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:06.424,25746,INFO,nova.osapi_compute.wsgi.server,req-2e5c7471-1bfb-4634-8a87-aeef024c256d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2524278']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2524278"
359,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:07.682,25746,INFO,nova.osapi_compute.wsgi.server,req-f791b1b3-df99-4b6f-9d52-1874ced07e4d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2522879']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2522879"
360,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:07.958,25746,INFO,nova.osapi_compute.wsgi.server,req-ea4a360f-b853-46fe-af72-7db91c3346ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2724142']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2724142"
361,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:13:09.118,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'VM', ' ', 'Started', ' ', '(Lifecycle', ' ', 'Event)']",e62ddd64,[instance: <*>] VM Started (Lifecycle Event),['127e769a-4fe6-4548-93b1-513ac51e0452'],[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] VM Started (Lifecycle Event)
362,nova-scheduler.log.1.2017-05-16_13:53:08,2017-05-16,00:13:09.162,25998,INFO,nova.scheduler.host_manager,req-c34edf86-25ac-4c79-ab19-9ea9caa4eddf - - - - -,"['The', ' ', 'instance', ' ', 'sync', ' ', 'for', ' ', 'host', ' ', ""'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us'"", ' ', 'did', ' ', 'not', ' ', 'match.', ' ', 'Re-created', ' ', 'its', ' ', 'InstanceList.']",9f12feda,The instance sync for host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us' did not match. Re-created its InstanceList.,[],The instance sync for host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us' did not match. Re-created its InstanceList.
363,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:13:09.185,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'VM', ' ', 'Paused', ' ', '(Lifecycle', ' ', 'Event)']",3f57c2b3,[instance: <*>] VM Paused (Lifecycle Event),['127e769a-4fe6-4548-93b1-513ac51e0452'],[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] VM Paused (Lifecycle Event)
364,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:09.210,25746,INFO,nova.osapi_compute.wsgi.server,req-fc3464cd-8dd6-4fe9-a825-bb3b395eff72 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2485340']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2485340"
365,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:13:09.307,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,"['[', 'instance', ':', ' ', '127e769a-4fe6-4548-93b1-513ac51e0452', ']', ' ', 'During', ' ', 'sync_power_state', ' ', 'the', ' ', 'instance', ' ', 'has', ' ', 'a', ' ', 'pending', ' ', 'task', ' ', '(spawning).', ' ', 'Skip.']",fe9c1237,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.,['127e769a-4fe6-4548-93b1-513ac51e0452'],[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] During sync_power_state the instance has a pending task (spawning). Skip.
366,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:09.578,25746,INFO,nova.osapi_compute.wsgi.server,req-9fe605b6-b7ce-41bf-b16a-2be754c45c65 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.3648129']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3648129"
367,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:13:10.137,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['image', ' ', '0673dd71-34c5-4fbb-86c4-40623fbe45b4', ' ', 'at', ' ', '(', ' ', '<*>', ' ', 'checking']",f0318639,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at ( <*> checking,[],image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking
368,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:13:10.138,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['image', ' ', '0673dd71-34c5-4fbb-86c4-40623fbe45b4', ' ', 'at', ' ', '(', ' ', '<*>', ' ', 'in', ' ', 'use', ':', ' ', 'on', ' ', 'this', ' ', 'node', ' ', '<*>', ' ', 'local', ',', ' ', '<*>', ' ', 'on', ' ', 'other', ' ', 'nodes', ' ', 'sharing', ' ', 'this', ' ', 'instance', ' ', 'storage']",9084abc9,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at ( <*> in use: on this node <*> local, <*> on other nodes sharing this instance storage",[],"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage"
369,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:13:10.327,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Active', ' ', 'base', ' ', 'files', ':', ' ', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",7fcec85c,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,[],Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
370,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:10.853,25746,INFO,nova.osapi_compute.wsgi.server,req-06221192-6331-4531-8e2a-f6f1041ea6a9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2682462']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2682462"
371,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:13:11.294,25746,INFO,nova.osapi_compute.wsgi.server,req-298721cb-d01e-4dab-9475-518f5471932d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.4362931']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4362931"
