LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,ParameterList,Message
398,-,1133150722,2005.11.27,R15-M0-N0-I:J18-U11,2005-11-27-20.05.22.588765,R15-M0-N0-I:J18-U11,RAS,KERNEL,INFO,"['ciod', ':', ' ', 'Received', ' ', 'signal', ' ', '<*>', ',', ' ', 'code', '=', '<*>', ',', ' ', 'errno', '=', '<*>', ',', ' ', 'address', '=', '0x000001f5']",f9631383,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","['15', '0', '0', '0x000001f5']","ciod: Received signal 15, code=0, errno=0, address=0x000001f5"
399,-,1133280774,2005.11.29,R55-M0-N9-C:J06-U11,2005-11-29-08.12.54.614554,R55-M0-N9-C:J06-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'tree', ' ', 'receiver', ' ', '<*>', ' ', 'in', ' ', 're-synch', ' ', 'state', ' ', 'event(s)', ' ', '(dcr', ' ', '0x0185)', ' ', 'detected', ' ', 'over', ' ', '<*>', ' ', 'seconds']",f11a9859,<*> tree receiver <*> in re-synch state event(s) (dcr 0x0185) detected over <*> seconds,"['13', '1', '4562']",13 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 4562 seconds
400,-,1133306285,2005.11.29,R60-M0-N4-I:J18-U01,2005-11-29-15.18.05.050463,R60-M0-N4-I:J18-U01,RAS,KERNEL,INFO,"['ciod', ':', ' ', 'Received', ' ', 'signal', ' ', '<*>', ',', ' ', 'code', '=', '<*>', ',', ' ', 'errno', '=', '<*>', ',', ' ', 'address', '=', '0x000001f2']",f9631383,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","['15', '0', '0', '0x000001f2']","ciod: Received signal 15, code=0, errno=0, address=0x000001f2"
401,-,1133306326,2005.11.29,R21-M0-N8-I:J18-U01,2005-11-29-15.18.46.642475,R21-M0-N8-I:J18-U01,RAS,KERNEL,INFO,"['ciod', ':', ' ', 'Received', ' ', 'signal', ' ', '<*>', ',', ' ', 'code', '=', '<*>', ',', ' ', 'errno', '=', '<*>', ',', ' ', 'address', '=', '0x000001f2']",f9631383,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","['15', '0', '0', '0x000001f2']","ciod: Received signal 15, code=0, errno=0, address=0x000001f2"
402,-,1133310116,2005.11.29,R67-M1-N7,2005-11-29-16.21.56.855025,R67-M1-N7,NULL,DISCOVERY,INFO,"['Node', ' ', 'card', ' ', 'VPD', ' ', 'check', ':', ' ', 'U01', ' ', 'node', ' ', 'in', ' ', 'processor', ' ', 'card', ' ', 'slot', ' ', 'J05', ' ', 'do', ' ', 'not', ' ', 'match.', ' ', 'VPD', ' ', 'ecid', ' ', '04D37DF2DE7BFFFF0D081AF0DAD2', ',', ' ', 'found', ' ', '04DD80740E2FFFFF0A0C19D0CEBD']",3fd17e58,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>","['U01', 'J05', '04D37DF2DE7BFFFF0D081AF0DAD2', '04DD80740E2FFFFF0A0C19D0CEBD']","Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04D37DF2DE7BFFFF0D081AF0DAD2, found 04DD80740E2FFFFF0A0C19D0CEBD"
403,-,1133317778,2005.11.29,R01-M1-NC-I:J18-U01,2005-11-29-18.29.38.531250,R01-M1-NC-I:J18-U01,RAS,KERNEL,INFO,"['ciod', ':', ' ', 'Received', ' ', 'signal', ' ', '<*>', ',', ' ', 'code', '=', '<*>', ',', ' ', 'errno', '=', '<*>', ',', ' ', 'address', '=', '0x000001f5']",f9631383,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>","['15', '0', '0', '0x000001f5']","ciod: Received signal 15, code=0, errno=0, address=0x000001f5"
404,-,1133367847,2005.11.30,R74-M1-NB-C:J02-U11,2005-11-30-08.24.07.024349,R74-M1-NB-C:J02-U11,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x01d7eaa0', ',', ' ', 'mask', ' ', '0x02']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['1', '0x01d7eaa0', '0x02']","CE sym 1, at 0x01d7eaa0, mask 0x02"
405,-,1133409475,2005.11.30,R15-M1-NC-I:J18-U01,2005-11-30-19.57.55.220367,R15-M1-NC-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'LOGIN', ' ', 'chdir(/g/g0/spelce1/Linpack_SWL)', ' ', 'failed', ':', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",4983ff07,ciod: LOGIN <*> failed: No such file or directory,['chdir(/g/g0/spelce1/Linpack_SWL)'],ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
406,-,1133409779,2005.11.30,R13-M1-NC-I:J18-U01,2005-11-30-20.02.59.033978,R13-M1-NC-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'LOGIN', ' ', 'chdir(/g/g0/spelce1/Linpack_SWL)', ' ', 'failed', ':', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",4983ff07,ciod: LOGIN <*> failed: No such file or directory,['chdir(/g/g0/spelce1/Linpack_SWL)'],ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
407,-,1133447694,2005.12.01,R11-M1-ND-C:J08-U01,2005-12-01-06.34.54.203650,R11-M1-ND-C:J08-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
408,-,1133447703,2005.12.01,R11-M1-NA-C:J13-U01,2005-12-01-06.35.03.376951,R11-M1-NA-C:J13-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
409,-,1133447722,2005.12.01,R11-M1-NF-C:J07-U01,2005-12-01-06.35.22.172118,R11-M1-NF-C:J07-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
410,-,1133447728,2005.12.01,R06-M0-N3-C:J13-U11,2005-12-01-06.35.28.126758,R06-M0-N3-C:J13-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10722', '0', '0', '0']","10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
411,-,1133447738,2005.12.01,R10-M0-N7-C:J08-U11,2005-12-01-06.35.38.328553,R10-M0-N7-C:J08-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10740', '0', '0', '0']","10740 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
412,-,1133447761,2005.12.01,R17-M0-N8-C:J09-U11,2005-12-01-06.36.01.057694,R17-M0-N8-C:J09-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10744', '0', '0', '0']","10744 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
413,-,1133447763,2005.12.01,R06-M0-N7-C:J05-U01,2005-12-01-06.36.03.872611,R06-M0-N7-C:J05-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10700', '0', '0', '0']","10700 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
414,-,1133447776,2005.12.01,R16-M0-N4-C:J07-U11,2005-12-01-06.36.16.876079,R16-M0-N4-C:J07-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10732', '0', '0', '0']","10732 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
415,-,1133447777,2005.12.01,R16-M0-N4-C:J06-U11,2005-12-01-06.36.17.847421,R16-M0-N4-C:J06-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
416,-,1133447789,2005.12.01,R07-M1-N0-C:J07-U01,2005-12-01-06.36.29.326116,R07-M1-N0-C:J07-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
417,-,1133447940,2005.12.01,R36-M0-NB-C:J12-U01,2005-12-01-06.39.00.882940,R36-M0-NB-C:J12-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10655', '0', '0', '0']","10655 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
418,-,1133447941,2005.12.01,R13-M0-NA-C:J08-U01,2005-12-01-06.39.01.729708,R13-M0-NA-C:J08-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10650', '0', '0', '0']","10650 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
419,-,1133447958,2005.12.01,R13-M1-N9-C:J02-U11,2005-12-01-06.39.18.093254,R13-M1-N9-C:J02-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
420,-,1133447964,2005.12.01,R34-M0-N8-C:J06-U11,2005-12-01-06.39.24.979006,R34-M0-N8-C:J06-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10686', '0', '0', '0']","10686 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
421,-,1133448039,2005.12.01,R55-M1-N5-C:J04-U01,2005-12-01-06.40.39.460137,R55-M1-N5-C:J04-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
422,-,1133448052,2005.12.01,R33-M1-N7-C:J12-U01,2005-12-01-06.40.52.287178,R33-M1-N7-C:J12-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10674', '0', '0', '0']","10674 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
423,-,1133448053,2005.12.01,R37-M0-N3-C:J11-U11,2005-12-01-06.40.53.513066,R37-M0-N3-C:J11-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10722', '0', '0', '0']","10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
424,-,1133448074,2005.12.01,R56-M0-NA-C:J12-U11,2005-12-01-06.41.14.286536,R56-M0-NA-C:J12-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
425,-,1133448080,2005.12.01,R56-M0-N1-C:J05-U11,2005-12-01-06.41.20.180521,R56-M0-N1-C:J05-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10730', '0', '0', '0']","10730 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
426,-,1133448086,2005.12.01,R37-M1-NE-C:J04-U11,2005-12-01-06.41.26.523789,R37-M1-NE-C:J04-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10686', '0', '0', '0']","10686 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
427,-,1133448090,2005.12.01,R50-M0-N9-C:J11-U01,2005-12-01-06.41.30.114225,R50-M0-N9-C:J11-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10692', '0', '0', '0']","10692 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
428,-,1133448110,2005.12.01,R56-M0-N9-C:J08-U01,2005-12-01-06.41.50.888337,R56-M0-N9-C:J08-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10660', '0', '0', '0']","10660 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
429,-,1133448160,2005.12.01,R37-M1-N0-C:J16-U11,2005-12-01-06.42.40.072946,R37-M1-N0-C:J16-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10752', '0', '0', '0']","10752 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
430,-,1133448166,2005.12.01,R32-M0-N4-C:J17-U11,2005-12-01-06.42.46.338885,R32-M0-N4-C:J17-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10732', '0', '0', '0']","10732 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
431,-,1133448168,2005.12.01,R57-M1-N0-C:J02-U01,2005-12-01-06.42.48.326640,R57-M1-N0-C:J02-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
